Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
77402.4015819687,5.64870018053396,7.85605364364966,6.14,39351.0156228179,1680252.73733713,"031 Garza Springs Suite 573
Perryville, CA 13499-5935"
73386.4073400661,4.96635994049115,7.91545271356501,4.3,38413.4904836343,1186441.75644398,"USS Williams
FPO AA 31030"
70961.581311723,8.59838272216995,6.18595071125241,2.02,38251.812169014,1766248.40325248,"8749 Matthew Row
East Markport, IN 41253"
81181.5687972984,6.6367423007539,8.20142357167433,5.27,26690.7099144858,1641055.93904463,"619 Ralph Key Apt. 220
Josephberg, AZ 58966-3248"
57272.3279660701,7.57725475274671,6.59669476977322,2.07,30099.3950624248,1120894.80419417,"9048 Deborah View Apt. 049
New Laurie, PR 61237"
58871.7900076322,8.17427041687689,7.07432247275159,5.16,25091.8235474736,1325706.90085614,"7579 Walter Curve
Hartfort, VA 37328-6949"
74029.3498166489,6.6185162834691,6.41457924934361,4.31,36360.2738027529,1593347.84907905,"055 Tina Roads Suite 878
North Aprilshire, PW 13402"
56849.2211065026,4.04375233233199,6.78153686973797,3.19,43522.6851778557,605073.490802907,"225 Brandi Avenue Apt. 147
Lopezbury, KS 51049"
73587.0464630267,5.9444921084877,6.53014678035772,2.3,25271.9309752887,1064509.5226208,"PSC 3878, Box 6882
APO AP 64687-9459"
49728.4370341131,5.84484644473184,7.53157271733001,3.19,37608.6797541397,872365.879935803,"77621 Michael Fork Suite 487
Port Lauraland, AZ 23400-9348"
60631.1108417006,5.95671813272827,7.62803084815195,3.11,40928.2841850533,1117741.75732422,"98660 Williams Lock
West Jamesland, HI 66797"
78404.3633038035,7.06679163200916,6.85862450701264,3.03,49398.2574763812,1935172.99502019,"62128 Taylor Drive
New Frank, SD 32477-8796"
86611.1780180785,4.84950671900053,8.3033016943666,3.01,45359.0279536984,1668670.65581209,"4800 Flores Inlet Apt. 293
South Mary, MO 35793"
58914.4862413792,6.5900923506979,6.31106490942074,2.46,35282.7140256267,1072704.89021544,"1787 Paige Path
Justinmouth, DC 31345-4841"
75867.0244293208,5.53985045377702,8.06172988538951,4.18,56294.4344442444,1914746.58225995,"8893 Barbara Camp Apt. 439
Jefffort, VA 89472"
66581.5748315319,5.41960706694052,5.88430766590555,3.25,18230.5189268578,839194.068941904,"456 Mitchell Causeway
Georgefort, NE 04481-1083"
62820.179077018,7.63974100973581,7.68144378731072,6.07,23734.1695907577,1285157.86958563,"109 Smith Park
Laurachester, MP 38007"
69711.9039332183,6.07316834636594,8.09074678074413,3.45,36291.1452044433,1433614.96674588,"29718 Simmons Shores Apt. 119
Andreafurt, IN 14150"
82710.5898158099,6.23698666675915,5.0864336840442,4.43,44768.6881102391,1459342.88679856,"USNS Barrera
FPO AA 45323-4290"
58828.0416270734,7.23678645850076,8.74900078834559,6.08,44277.300638299,1652845.98062876,"2260 Torres Crest
Lopezburgh, AK 74728"
53161.8323901519,4.87925396134993,8.67877441470921,4.07,30535.2555997192,725830.602032618,"196 Robinson Ways Apt. 994
Toddmouth, PW 54975"
79361.0265071558,4.57224107723076,6.86656491808321,3.23,53875.2890124807,1378863.68837721,"9881 Olson Drive
Alexanderbury, PA 91436-2120"
58325.695692536,6.3043222797419,7.29932069798825,6.31,31256.2233279459,1003941.9288969,"1535 Debra Expressway Suite 755
Moonmouth, AL 23444"
55772.8987414537,5.64100768569924,6.82689359816106,2.07,41638.6568684123,729882.624890689,"1968 Estes Turnpike Suite 663
South Carriefurt, NY 13185-2445"
71893.4293426179,5.8268702359569,7.10399553125147,3.39,40364.1931450662,1270047.52812939,"05664 House Tunnel
New Morganshire, MT 38939"
75922.8855770585,6.68912125495178,6.34124610824319,2.16,49458.6650680081,1695706.13152543,"86827 Castaneda Trail Suite 315
Lanceville, UT 64420-1882"
54648.2860726485,5.53112359120904,8.4613808403492,4.09,20270.5419454462,714822.587170233,"80371 Timothy Views
Abigailborough, MN 16645"
71857.5714089106,6.42589256545144,6.22554836729965,4.05,52563.9798233381,1462899.03145554,"9817 William Drives Apt. 676
Port Michaelmouth, IL 88737"
67424.1882210464,5.3676158210988,7.6017543836943,6.11,32412.8431416476,1127260.12575136,"23133 Parker Spur
Brianland, ID 10645"
70564.8625763842,5.14661808549447,6.5979942604378,4.5,38376.4682541331,1014226.29857076,"3862 Jones Plains Suite 613
Lake Linda, ME 52695"
74237.2612787016,4.66350620050409,4.70501538745218,4.35,37651.0145331674,852982.564378599,"238 Samuel Haven
South Michael, AL 99621"
58004.2709030024,5.17434663519786,8.32777647385746,6.36,29182.7206017575,830286.706578531,"43128 King Branch Apt. 349
Mckeeview, NC 89358-6768"
101928.858059878,4.8295861903781,9.03938154413605,4.08,22804.9919351806,1938866.4898749,"856 Harris Centers Suite 940
Nicholasport, IL 91064-1080"
55809.494589139,6.85452240857146,6.33024340815709,4.2,49001.9012502793,1247645.40971081,"748 White Underpass
West Michael, CT 11080-9522"
48357.0634748848,4.72764596548344,7.98951566978784,3.03,45206.7255050357,813415.128067751,"7278 Wiggins Square
South Nathan, FL 72804"
65017.745625818,5.00050414318678,5.94575961062514,2.37,26910.3207530493,679373.401471969,"319 Denise Run
Stephenview, PW 77941-4444"
66949.0012049367,5.4945350868015,5.94590003866116,3.18,30323.7398828065,814879.206289094,"402 Steven Greens
East Terrence, FM 76774"
82848.5586294211,5.72919818344782,6.28191639347289,4.47,40338.1103673632,1489540.1349032,"66118 Torres Pike Apt. 446
West Kevinland, ME 01431-0177"
65851.2628927677,6.51709667109955,7.18191239278108,5.09,36110.0630887772,1468738.75486903,"5412 Smith Ports Apt. 902
West Jonstad, PA 43101-8130"
93579.1166772254,5.82144736260032,6.49012889410379,4.49,38977.9373897696,1859883.66124048,"258 Cummings Burg Apt. 469
North William, NC 21455-3269"
76114.1593615367,6.76969919748617,7.32160965980422,5.02,42601.8153014211,1558758.79585876,"674 Todd Ports
Parsonschester, VA 49485-9488"
84289.7950011466,7.76205926304979,7.94618461935355,4.09,42768.4580980351,2120888.34520963,"3999 Laura Lakes
Barnesport, FM 49833"
57715.5398867177,5.54906259519064,7.6487305810861,5.16,19844.1725701118,790598.826988368,"11190 Robinson Extension
Fieldsfort, CA 51614-8941"
85825.8591497479,6.61475541693535,6.25590011032893,3.36,13983.3012487493,1137465.33591705,"546 Mitchell Village Suite 737
Lake Vincent, OH 05404-1179"
62765.2940495363,7.67889120467254,7.45990851598272,4.08,22272.1860383319,1369753.28174858,"31651 Hale Walks
Port Henryfort, UT 45989"
70205.7215394983,5.83835012049851,8.65734263540169,5.37,26973.4334301646,1433221.1223841,"0247 Kenneth Burg
Port Angelica, WI 77878-6142"
66595.6632386169,4.7864841639569,7.47614209314719,3.16,42385.4008193399,1373048.09902299,"7793 Bradley Trail Suite 924
Nicholschester, OK 05492-7126"
64303.6400939788,5.62637253456362,6.58325165441181,3.42,20214.5980016949,941950.579456465,"43275 Knight Walks Apt. 856
Jamesville, FL 18420-6564"
57358.62333244,7.35313174501465,7.09683981564548,3.14,22061.585414775,948279.939379406,"16028 Sarah Isle Suite 386
East Clifford, PW 67999-0591"
74216.1290492754,6.03876309182821,7.00480304122499,3.28,45068.5993383968,1365036.08375725,"5976 Amanda Grove
Ritterport, SD 08541-1686"
68503.4855372007,4.40354908058814,8.41955983066545,4.42,34699.2581764127,1289082.363025,"80906 Michael Grove Apt. 103
South Denise, KS 86144"
55481.2867443376,5.73354735587934,9.69977332856629,3.46,42179.670042363,1398979.24870824,"20960 Leonard Loaf Apt. 902
South Lisabury, MA 55466"
75265.9982675911,8.31284729512674,7.49459124400699,5.33,13108.0178851531,1559678.61336623,"PSC 8409, Box 5628
APO AA 76710-9573"
68854.090852208,6.74579574226124,8.19430510111148,5.23,37482.5457568909,1485677.0638068,"8938 Jose Lodge
Emilyside, CO 97593-5472"
74854.1001068808,4.60499873417128,7.67923057205337,4.06,50538.0135358195,1553592.97994692,"041 Claire Glens
Samanthaside, KS 70716-5226"
54634.3176592167,5.74318690103623,8.04578157018325,6.3,41564.006295301,1179278.0943348,"572 Kayla Port Suite 910
New Catherine, UT 56845"
57098.2023995996,8.17213012360344,5.75973952179603,2,42721.2856944169,1262465.98930297,"7928 Evans Inlet
Port Sherriland, SC 82783"
68035.5621222826,6.48710299394056,8.81088364907951,4.06,34174.7442770132,1663509.39262403,"05890 Robin Brook Suite 649
East Bethton, MI 72561"
63128.6065212268,5.45941873503963,6.95352510801689,3.02,39536.8097029072,930011.570887403,"065 Helen Oval Apt. 756
Kathrynborough, UT 72714-6759"
62937.0479673477,6.17180229885766,8.93118455851136,3.14,38082.4834428185,1584167.85130265,"678 Howe Lights
East Bryan, OR 66067"
82915.91143274,7.07899420202499,7.88270054819505,5.2,50445.6473678318,2185480.09068832,"38531 Anna Estates Apt. 937
Kevinfurt, AZ 71789"
70138.5336209419,6.45976436301626,6.84455679334878,4.05,44684.7371945994,1529028.71437866,"67263 Garrett Knoll
Hineshaven, IN 52693-6366"
75611.4718125493,5.69287772142831,7.17416569537269,6.18,22047.1991075931,998240.850785609,"576 Moore Stravenue
Stephaniemouth, OK 66676"
42822.3110961679,6.61298919836301,4.99375977834122,3.34,29670.2023148529,513215.988231409,"43074 Armstrong Wall
West Timothychester, NH 29497-5681"
60145.2308582443,7.34918429229345,8.01206275326214,5.19,25198.7866732575,1136448.40876045,"USNS Reyes
FPO AA 35029"
87853.8483008941,6.52472738938104,7.571808331249,6.43,42302.2609980476,1898668.84371446,"22912 Taylor Island
Brianside, MA 36738-0637"
66392.5709860294,5.38061860265027,8.02328828171811,5.13,26623.1841605479,1255576.27295435,"614 Leah Row Suite 729
Marissastad, NM 00794"
58204.2230858121,6.30181402667913,7.3756160326875,5.41,46663.4027445341,1367641.27038369,"97004 Gutierrez Greens Apt. 332
East Deniseview, RI 21012-8300"
88244.6148673803,6.54837543339552,8.76548129200673,3.36,25791.9949851198,1788285.23899329,"61508 Taylor Turnpike Suite 751
North Sherry, SC 21980-1722"
68737.5987113764,4.50065575021426,8.45008375416899,6.18,34216.6917220752,1230363.2340835,"46722 Avila Ford
Lake Sharonland, NY 80569"
56423.0342772713,4.67084660304163,8.10986528723791,3.03,40155.7428493033,1000216.8576741,"460 Morales Islands Apt. 118
West Jeffrey, NE 35494"
66678.0621665126,3.90784119016698,7.49608865917562,5.02,23031.1703163103,587007.844239999,"827 Ferguson Isle
Rosebury, AL 61416-3167"
71517.0142408567,7.90559502007213,7.73138635694975,5.02,40239.2825745581,1734373.04381996,"653 Parker Overpass Suite 506
Susanshire, AZ 00328"
66097.6220282803,3.97949608107951,6.15177134047615,4.19,37467.5963112894,762167.253331299,"41962 Castro Groves Suite 053
Jacquelinestad, PW 32378"
76423.3175704974,7.56187881633553,7.67293720916561,5.25,24402.2373124136,1532845.72311946,"66807 Johnson Prairie Apt. 849
Hernandezhaven, NE 29672"
72660.1576362815,5.44765133270982,6.13097657056013,4.39,48711.5546955943,1243501.6508387,"98734 Sharp Shoals Apt. 825
North Sharon, CA 40445-0695"
92787.2824788841,5.19371980721214,6.82512955337298,2.24,36590.4504170458,1628878.09380948,"2574 Richardson Trail
Villarrealland, MD 90258-8822"
78535.6407173195,7.03604326155389,7.11149676670382,3.33,44280.0760553366,1767330.93414873,"7069 Barajas Brooks
Martinezbury, VA 51924"
58110.5742884489,5.87836948025027,6.82545318843747,2.41,49355.9787904461,1308752.50447941,"97379 Erin Tunnel Suite 230
Wilsonside, CA 62038-2300"
71614.5930548937,6.35768390053643,8.33942005896345,4.38,29922.1701967022,1311681.41968419,"914 Ramirez Valleys
East Mark, NM 09382"
76813.780154782,6.975435549898,6.91447769199773,3.11,31822.4858510898,1567368.28495116,"4134 Susan Fords
Port Andreatown, DE 39559-2783"
73508.35912114,6.27170471958973,6.7729897666839,3.49,34894.5763342531,1126821.10881128,"8580 Caleb Rapid Suite 109
Karenchester, AL 04190-4237"
63805.7005990309,7.12030439505191,5.90790109396842,4.35,48433.8207905673,1473761.53181668,"9731 Bryan Estate
North Teresafort, MA 43089-0152"
67651.5332178697,6.30791596858623,6.2971603100714,4.42,50823.4597840641,1366000.57009986,"12163 Carter Shoals Apt. 326
Deckerland, SD 16294"
69086.60579335,5.64916839854376,9.07923456150444,6.41,39890.2970375663,1677612.4421426,"7303 Amber Locks Suite 812
North Kelly, IN 94856-6427"
93822.308480188,7.30759597581365,6.73913645484759,3.39,28555.7877463363,1789973.20520199,"16991 Theresa Trace
Port Matthewshire, NC 66272"
89808.628588433,6.99119996984917,8.42881653869648,3.19,30847.0916102594,1961715.86669202,"114 Michael Wall Apt. 387
Lake Taylor, ND 17489"
64896.6233746058,5.74692501350127,4.71390706453925,2.01,33201.0778748662,673225.111889516,"4363 Tara Bridge Apt. 728
Rivasfurt, ND 04123"
61853.8638834197,7.21635583094049,7.67262469376412,3.5,23811.2336506133,1230391.46829733,"PSC 1123, Box 2566
APO AE 12036-0836"
64205.8632010156,5.60828964571787,6.10727883442904,2.28,48649.6103854421,1124818.11419581,"96480 Taylor Mews Apt. 138
New Justinmouth, PA 25004"
74872.3611877089,6.74371722252987,7.12902983640137,3.17,20068.155215715,1090996.14301477,"933 Morgan Via Apt. 871
Nicolebury, AL 14624"
81980.5890611266,5.62500540773275,8.45679326881855,3.33,41393.5940246699,1570154.41418398,"79023 Ramirez Isle
East Jeffreyborough, CT 45650-3126"
52801.9791728717,5.86978644386556,6.17553297416323,3.18,21518.0449245313,685123.139313775,"962 Brandon River Apt. 829
South Jamie, GU 95398"
54510.2000978175,5.05258001257671,8.7236676648856,4.15,20211.4369936921,845553.369501204,"713 Anderson Lights Suite 346
North Katie, FM 72098"
61868.6074625261,5.78712410577091,4.7749782508701,3.17,34967.0756308422,974805.993712881,"76329 Eric Mount Suite 495
Whiteville, AS 79813"
63655.1816313605,7.53702374944849,7.29278247959683,3.17,16409.1162838637,1247660.98975208,"960 Ferguson Ports Suite 436
Lake Denise, OK 51103-4597"
86031.5127467606,5.29349842248862,7.37298995167953,5.16,35417.7696472086,1381417.24950466,"519 David Ways Apt. 059
Port John, PW 73151-6724"
72748.5129647086,6.87926294602303,8.78314397741118,6.28,40137.5024429195,1726364.39797808,"231 Rodriguez Extensions
Ramirezview, UT 82819-9826"
61839.7678629135,7.74011257878468,5.93784680177327,3.24,26064.8203160892,961539.059923645,"PSC 9596, Box 0250
APO AE 81289"
76519.682066708,6.45582514065707,6.64490689998647,2.17,28961.4277599721,1359978.15993888,"117 Harper Harbor Apt. 891
North Harry, TN 24136"
76774.8577877095,6.23292155654474,6.39669331802416,2.05,34313.8276966719,1384466.43691294,"604 Angela Crescent
West Timothy, MP 45493"
76659.7494756081,5.90132462756088,7.03922669972257,6.37,41717.720691479,1531447.28528136,"9224 Phillips Villages
Jamesbury, DC 07921"
71371.4336308101,5.96990537627339,5.29841782252989,3.38,52265.6011565743,1418595.72715016,"98797 Miller Manor
Kristinmouth, ID 05829"
83460.8713072459,5.7365395056178,6.98071306059361,2.43,31385.4629808069,1476386.99627282,"Unit 3589 Box 1542
DPO AA 16271-0224"
74740.732875652,5.62551337490129,5.7872611601992,4.36,29954.6176193433,1168355.31978963,"3777 John Canyon Suite 968
Amberborough, WA 31105"
70229.015844689,6.66055825435087,7.64284366358726,6.25,28829.0088304135,1222701.01211165,"238 Turner Cliffs Apt. 239
Amyburgh, PA 71224-5090"
72950.8635357382,5.32036874232993,5.11209901245804,4.27,38711.034657946,987447.777485791,"84076 Anderson Hills Apt. 983
South Justin, OK 66516"
58515.9460900644,5.95447595392901,6.32271591919519,4.43,33776.478454485,982790.871003638,"22469 Amy Valleys
Edwardsberg, MD 02773"
52207.4439250493,5.27351234758112,7.45182665117037,5.06,21095.5856943882,527749.40386478,"97665 Clark Roads
Brianmouth, ND 02995-1068"
72821.247664235,6.48081912214334,7.11665502830554,5.33,40594.0592968512,1391232.52651225,"5869 Suarez Locks Suite 297
East Jonathanton, DE 82931"
66250.3166850213,4.85851968853719,7.75869160091084,3.08,24201.7530771275,1094321.88275509,"63443 Wesley Haven Apt. 970
Maryburgh, CO 32233"
74275.5040548781,6.00142633724716,8.49469663842015,6.32,38535.7264317617,1610217.17700323,"7587 Mcdonald Common Apt. 738
Elliottshire, DE 90107"
81167.4410969319,8.10065159970314,6.34096020712935,4.5,28713.9620236379,1768705.12527914,"372 Angela Summit Apt. 043
New Tiffany, NJ 35579"
56119.3325317634,7.80940506527941,7.3727442227006,4.4,36041.2753142947,1236258.07968267,"334 Robert Inlet
Thomasshire, CO 09495"
84998.4589123462,5.89887069057161,6.25899477956462,3.5,28623.4103220429,1329007.20344815,"173 Heather Extensions
Peggybury, AS 89149-2125"
69604.4277544902,7.00615574569936,7.56881965647988,6.37,40684.0777153161,1704126.87635049,"50340 Parker Islands Apt. 276
North Alexis, NV 71995-9163"
70775.4348841588,6.13173251395658,6.90907463639873,3.2,40561.2971067855,1321888.26829997,"0965 Walker Port
East Jennifer, MN 53589"
66236.840560969,6.85613508147802,5.06661432587582,3.22,38906.8573628115,1113936.63783161,"2929 Rodriguez Pine
North Gregoryland, WY 79081"
57451.8682717727,5.1161756625127,7.94587830486709,5.08,38532.9800296776,1043628.37035454,"146 Margaret Drive
East Taylor, AR 62664"
66293.8844021371,6.83968137328173,7.32841549053276,6.13,48877.5009691329,1663653.70975754,"76518 Kristen Expressway
Bennettstad, NE 55780-9958"
69100.9903053598,4.27245664827556,6.24833885078484,2.29,46139.1367595979,969678.567288796,"USNS Chaney
FPO AP 87928"
75729.7655462564,5.58059853687762,7.64297333111141,4.21,29996.0184479629,1183014.50867395,"11252 Waters Expressway Suite 333
Savannahtown, WA 87924-9404"
58599.6156000394,5.66621445843129,7.06757466925621,3.43,26569.6587238053,957814.603143681,"2590 Warren Walk
Robertsport, NY 09253-2552"
59498.0793679844,5.52213470480794,7.4292023254667,3.43,25401.1018816223,912891.680587999,"09767 Alvarado Rest
Donnaland, MP 95960"
72409.6664865103,6.11668409955092,8.47291576950837,6.33,40605.9674306184,1479758.31752676,"098 Melton Cliffs Apt. 580
Madisonmouth, SC 04285"
69316.796888501,6.30040888792909,7.87357589154573,4.28,24448.2114610423,1431507.62342796,"PSC 3490, Box 0556
APO AE 04921"
68656.906773223,7.35445791550867,8.78790783011484,6.36,43833.853436773,1747911.49585289,"6258 Shirley Lock Suite 916
North Craig, HI 86453-3624"
71240.2516405548,5.92412741711878,8.88519179298997,5.09,42566.5017740806,1563083.33601655,"1191 Tate Islands Suite 460
Smithtown, ME 11150-3233"
73223.9423033619,5.08555836580056,7.70676078704944,6.14,41113.0067737208,1425745.29714829,"154 Lee Tunnel
Smallland, NC 15747-5815"
60968.3329081726,5.92517288070894,5.75839100550622,4.29,28483.8117447601,804453.869783905,"0542 Brandon Mountain
Silvafurt, NE 88050-3603"
65935.6126094122,5.07318188607426,8.26163222570554,4.16,36262.4269048276,1060440.59565584,"7168 Morgan Viaduct
West Paulchester, KY 61596"
62773.5209766865,4.49684365305212,6.80352957850477,4.06,41389.3648708229,954737.141064872,"1880 Samuel Fork Suite 830
Lake Elizabethfort, UT 41369-0237"
69304.5709480488,5.33135555288334,7.31047346925568,3.4,29465.9996084168,1152604.14151742,"326 Isaiah Isle
Stevenfort, UT 18732"
73218.9974069385,4.41708251622074,5.87685214117447,4.19,31619.5817005805,955943.809015015,"232 Andrade Cliffs Apt. 325
Lewismouth, VI 87172-1000"
63787.5363538975,4.64325352502774,6.00778022556033,3.25,22449.5340045696,433247.15658337,"4619 Doyle Causeway
New Gilbert, WY 70871-5578"
76613.0800758561,7.39360318292269,7.34670365966172,5.5,43250.9899672505,1718876.79481877,"2499 George Stravenue
New Pamela, AK 46876"
64461.3921458531,7.94961416265161,6.67512134798061,2.04,34210.9360792889,1236874.80918799,"24231 Woods Alley Apt. 225
Ralphfurt, PA 09827-4337"
41533.0129597444,6.85357826855495,5.0556286385681,4.24,31685.4026921618,682200.300559992,"059 Morris Summit
New Whitney, NY 73137"
79575.6415394317,4.97070934822061,5.85024343332766,4.04,31050.1028143947,1141916.52543889,"4827 Kelsey Glen Suite 220
Michaeltown, MD 34529"
82185.4699044178,5.21991775497557,5.3431819256373,4.19,29258.9887576753,1162735.27192426,"Unit 4395 Box 2223
DPO AE 68423-9498"
69853.4241780657,7.22458662050366,7.86762239679599,6,41913.6369002111,1681340.63502116,"8408 Lam Mountains
Robertside, SD 61154-0104"
51519.6185369436,6.94474747026003,5.54389664698171,4.13,43258.6446030961,945981.529632283,"15429 Janice Lock
Jessicaville, MD 71946"
48616.855365468,7.08093977534374,6.84302293831634,4.45,29770.0834275801,854045.013767169,"69330 Vasquez Square Apt. 177
West Douglasland, NV 48332"
63324.5816191438,7.7252656330924,6.21302057908944,4.42,43281.5727419023,1372994.29010849,"PSC 5511, Box 3978
APO AA 43113"
65016.223810644,2.6443041860367,8.30630408176267,6.05,15902.5820171851,414571.222936621,"584 Rick Cove
Leeberg, ND 15540-8557"
76855.8657907515,4.74099583769744,6.09163077695954,2.37,45388.3135814844,1240319.69221106,"6948 Michelle Tunnel
South Christopherville, NM 47337-9117"
75302.0825804426,6.75932479047576,7.82284703820955,4.48,42382.7515323566,1640646.66983515,"63283 Simmons Meadows Apt. 194
North Amandaville, MO 55928"
69438.7000610275,6.11953025718693,7.40337510104485,4.48,57775.2613917789,1537335.89711958,"898 Craig Ridge Apt. 204
Coryfort, GA 66710-2535"
75764.2001890382,4.83766971730693,6.59211990559248,2.38,36712.2001408001,1337966.92675928,"97282 Moore Knoll Suite 107
West Megan, AS 39793-7339"
68814.9256074142,5.42843465974016,5.48619434111464,3.2,42285.9846779192,1085113.4510746,"49682 Brett Square
New Andrea, NH 32549"
60912.3162157142,6.3131473711023,6.29896633851672,4.21,20915.8160499348,905328.769145703,"2378 Christine Oval
North Michaelborough, CT 83476"
41007.4586732745,5.30504169128297,6.03364313750134,3.39,39526.5663053275,494742.543577691,"682 Lara Hollow Suite 021
South Shannonmouth, KY 33314-3669"
61949.8839930536,6.10898409505564,6.45483609869517,2.34,42092.8841567876,1237360.71841583,"50415 Julia Lane Apt. 645
Lake Emilyfort, KY 92027-9820"
67421.6670454669,4.63874202547132,7.66416022640766,6.04,20167.0399887915,864899.484973817,"9641 Jackie Brook
Timothyshire, PW 16107"
68428.3942750632,5.26686309610682,6.14059667299405,3.22,31074.1249181855,1002192.58207068,"3228 Kathy Shores Suite 923
North Nathaniel, RI 37530"
61839.6478978443,5.67780069488977,6.66237184384145,4.48,17244.9702536926,800110.118901329,"802 Lauren Locks
Scotttown, KY 33922-1795"
62835.2569569004,7.09584985403233,7.15646340894153,5.16,50097.9508315539,1410331.82513798,"2144 Jackson Path Apt. 300
Charleneland, NM 58522"
72485.1974602414,4.20549516798916,5.70692527225522,2.45,43134.0380621638,1036382.76630548,"1608 Andrews Rest Apt. 672
Richardshire, IN 92603"
60945.7217985989,4.7816514890328,5.62833476431625,3.08,34162.9567312448,437146.020350659,"53074 Alexis Village Apt. 437
Floydland, DC 23157"
83729.7917662679,4.4031969975584,5.21323405218949,3.19,12906.2548454337,624432.965994421,"914 Beasley Pines Suite 756
Lake Phillip, VA 85426"
57605.7991198729,7.40983386654947,5.6379251484543,2.33,49411.4112951236,1179440.83225322,"USS Thomas
FPO AA 60174-6263"
75358.4825958844,8.99139933061165,7.28267984052002,3.2,21319.9943013578,1740404.96743496,"84910 Lloyd Green Apt. 744
Lake Lynn, AK 73257-6707"
53927.412808298,4.52806561260431,5.6755351528273,3.35,37875.5501246444,706135.144638912,"880 Lee Groves Suite 157
West Jeffrey, HI 92567-7167"
60776.3871381011,6.85593251203679,5.5726103311632,3.5,28318.7504241214,870252.410964433,"698 Julie Shoals Suite 296
Christensentown, WI 62082"
69648.5139516946,5.44473720179321,6.96060551946069,3.17,36038.9590528899,1106149.68565739,"66285 Drake Hollow Suite 740
New Shannonhaven, VA 07026-9938"
59295.6801134318,4.73091186923585,8.09116630047872,4.44,46784.5385934462,1192677.55002104,"5115 Anderson Plains
Wilkinsonbury, ND 95001-4548"
97548.310412605,5.46097275109306,6.60939587059862,2.5,39089.415712111,2026303.09804232,"349 Sean Forges
Whitakerville, WY 85138-4153"
61688.6829387077,6.84283463276132,8.33580659239496,6.15,35552.9911787131,1311473.32330823,"Unit 6166 Box 9012
DPO AA 29420-5875"
72469.5417782635,5.60639494391196,8.04457629197378,3.07,27227.8133871079,1123386.53120028,"69260 Brenda Overpass Apt. 620
Port Nicolestad, UT 49247"
76048.372318842,6.64275699416247,7.65840870621162,6.43,22469.5225320634,1205750.2319446,"981 Melanie Route Suite 924
South Johnny, VA 94359-3209"
79186.4504120919,6.21885267727509,9.0478612813705,6.38,17840.1167856229,1582140.05960462,"448 Middleton View
Jenniferton, GA 83163-3132"
49220.0377946105,5.39698824489371,6.11002146932872,2.33,46981.9261009336,573434.664234319,"90759 Beth Manors Apt. 532
Williamport, RI 50228"
80040.1733145952,6.44955473975277,8.45326162469376,5.5,29699.0116388417,1735826.00520535,"8337 Cody Fields Apt. 592
Tinafurt, GU 56684-5907"
51995.5828565161,6.7667778572818,6.74650058514054,2.3,47073.797918013,1052185.17595339,"019 Richard Mountain Apt. 282
East Melaniebury, IN 51530-5215"
52711.1181458255,7.87412427499467,8.25412039377576,4.49,25594.1690305069,1151281.8474952,"36330 Rodriguez Cape Suite 137
East Ashleyshire, HI 61481-1240"
56934.4608058144,8.07870347081786,7.80864328236879,3.08,37076.1984595743,1531216.89391633,"USCGC Sanchez
FPO AP 77447"
66760.7017604498,5.69641025855625,5.870675012965,3.06,42292.5646013851,1103352.60093981,"76265 Morris Walks
Lake Jamesland, MN 54821"
52376.6115211505,5.36108815741041,4.37796550936059,2.2,34189.1434579652,308199.891163873,"951 Richard Ford Suite 733
Oneillside, NE 17071-7757"
70224.3204982143,7.03747733989534,6.58723656753771,4.38,40274.1666492039,1423296.11800043,"236 Kramer Oval Apt. 169
New Crystal, NJ 58341"
62612.9093037899,6.94939111187419,6.65816348336285,3.32,40789.8258084466,1315684.45666531,"027 Brandy Plaza Apt. 534
Hendricksmouth, PW 87092-1532"
80284.9954255064,5.02947472180184,4.04932054763491,2.2,23457.1263973258,637951.905555102,"9488 Wood Hill
New Jesseton, IL 19753"
66811.7012457824,6.03525542437385,5.47859565470595,2.06,33499.3327518184,1027191.02901263,"39656 Julie Ways
South Richardshire, WV 91991-0615"
51142.4060181133,5.37970722060579,7.30972178769516,6.25,41872.6432784777,729678.626210307,"USCGC Williams
FPO AE 95935-4246"
90535.1652213618,5.72284337321222,5.83362563707293,2.24,42249.324926245,1676770.33057391,"9912 Anderson Bridge
Port Chad, NY 38307"
93185.8134876277,5.80734631073051,6.84229450553833,2.16,23723.0747456394,1569121.91650397,"719 Yvonne Station
Patrickfort, MO 43725-2826"
70743.1955073386,5.379595573745,5.22052770944448,3.31,26897.7120511459,874969.696866377,"7526 Kara Club Suite 242
Deannabury, KY 79535"
56024.5477430671,6.57530594121505,7.46844770090658,4.15,36215.962546493,1172413.1969602,"428 Jacobs Overpass
Bradyville, NE 27399"
76224.7273516308,6.40286437682444,5.44102297765054,2.39,50003.261013666,1538985.18909837,"85934 Stephen Passage Suite 880
Kramermouth, KY 23168"
89671.0198248184,4.38402982289244,8.88036332007782,5.07,15625.552836916,1286572.97851796,"7557 William Plains
Tamarabury, PW 76806-8720"
89825.6556663936,6.60413598605724,6.57716039229095,3.46,18598.2560789888,1646033.41018364,"09777 Ortega Drive
Leefort, AZ 98396"
61013.7198832891,6.83128514151402,6.13551844779905,3.04,34771.6598477164,1147313.01981613,"33137 Amanda Shoals Apt. 794
Burnettview, MH 63625-7023"
